mm_aaaa;A0;A0_1;A0_7;A1;pais;ccaa;A13;aloja;motivo;A16;gastototal;factoregatur
22025;2;20250200025611;2;2;8;4;7;3;1;6;719.87229455;35.450174317
22025;2;20250200025612;2;2;8;4;4;3;3;6;409.43846521;8.2072804091
22025;2;20250200025613;2;2;8;4;3;1;2;6;1001.6689776;8.9446781631
22025;2;20250200025614;2;2;8;4;5;3;3;6;878.14528461;16.414560818
22025;2;20250200025654;2;2;8;13;5;3;1;6;618.54875404;872.01290287
22025;2;20250200025655;2;2;8;13;10;3;3;6;836.56391198;110.63889791
22025;2;20250200025656;2;2;8;13;4;1;1;6;1192.9206832;499.6390917
22025;2;20250200025657;2;2;8;13;5;3;1;6;758.79930077;436.00645144
22025;2;20250200025706;2;2;8;13;6;3;3;6;710.94099356;331.91669374
22025;2;20250200025707;2;2;8;13;3;1;1;6;1114.5793601;341.77688295
22025;2;20250200025708;2;2;8;13;6;1;1;6;1230.232626;66.736569501
22025;2;20250200025709;2;2;8;13;3;3;3;6;475.71098342;331.91669374
22025;2;20250200025716;2;2;3;13;6;3;1;6;615.92412373;662.35379382
22025;2;20250200025717;2;2;14;13;21;3;1;6;3789.2708498;797.93075117
22025;2;20250200025719;2;2;14;13;47;3;3;6;5459.2425506;404.95813138
22025;2;20250200025721;2;2;3;13;6;3;1;6;453.15296162;662.35379382
22025;2;20250200025722;2;2;3;1;2;3;1;6;376.80970234;655.19713325
22025;2;20250200025723;2;2;3;13;3;1;1;6;1042.6714679;835.07297452
22025;2;20250200025724;2;2;12;10;6;3;1;6;767.38562742;701.71272358
22025;2;20250200025752;2;2;8;13;1;1;1;6;587.9784626;639.69834169
22025;2;20250200025753;2;2;8;13;5;3;1;6;657.45888592;955.77780258
22025;2;20250200025754;2;2;8;13;6;3;3;6;650.2456957;121.26678674
22025;2;20250200025756;2;2;14;16;10;1;1;6;4015.8775488;2149.1415604
22025;2;20250200025801;2;2;8;7;3;1;2;6;831.38622406;164.06497345
22025;2;20250200025802;2;2;3;13;5;3;1;6;880.83433342;662.35379382
22025;2;20250200025805;2;2;8;13;6;3;3;6;650.2456957;221.27779583
22025;2;20250200025807;2;2;5;13;7;3;3;6;583.36188411;138.75201024
22025;2;20250200025813;2;2;3;13;7;1;1;6;1316.4119421;267.3971588
22025;2;20250200025814;2;2;3;13;3;1;1;6;1171.9066185;417.53648726
22025;2;20250200025815;2;2;15;9;5;1;1;6;3044.8288617;652.37089913
22025;2;20250200025817;2;2;6;5;6;1;1;6;1509.5484274;1613.8928264
22025;2;20250200025818;2;2;3;13;7;1;1;6;1316.4119421;267.3971588
22025;2;20250200025819;2;2;3;13;4;3;1;6;758.60519331;662.35379382
22025;2;20250200025820;2;2;3;13;15;3;3;6;1558.9402845;1680.7570974
22025;2;20250200025847;2;2;1;4;7;1;1;1;1270.3282188;501.42955599
22025;2;20250200025850;2;2;1;4;7;1;1;1;1219.2221982;501.42955599
22025;2;20250200025851;2;2;1;4;7;1;3;1;1386.6541373;254.48069988
22025;2;20250200025852;2;2;1;4;7;1;3;1;1322.673197;508.96139976
22025;2;20250200025899;2;2;6;4;4;1;1;6;881.55628296;191.71276369
22025;2;20250200025900;2;2;6;4;7;2;1;6;1180.5521434;1055.7601802
22025;2;20250200025901;2;2;15;4;2;1;3;6;1470.0872608;502.53989025
22025;2;20250200025902;2;2;6;4;4;3;3;6;435.11277806;51.377048944
22025;2;20250200025903;2;2;1;4;7;1;1;1;1180.6477352;501.42955599
22025;2;20250200025904;2;2;1;4;20;1;1;1;2858.1782093;80.091369736
22025;2;20250200025905;2;2;1;4;7;1;1;1;1180.6477352;501.42955599
22025;2;20250200025961;2;2;12;4;4;2;1;6;779.16340066;6388.4765087
22025;2;20250200025962;2;2;12;4;4;1;1;6;953.23701193;886.22593311
22025;2;20250200025966;2;2;8;4;7;2;1;6;1456.9242085;3729.953138
22025;2;20250200025967;2;2;8;4;5;1;1;1;873.74978115;224.32175703
22025;2;20250200025969;2;2;8;4;3;3;1;6;675.70931076;392.0092911
22025;2;20250200026054;2;2;5;10;4;1;1;1;824.88456945;6872.2163808
22025;2;20250200026055;2;2;5;10;3;1;1;6;478.84171992;1239.1421217
22025;2;20250200026056;2;2;5;10;4;1;1;1;824.88456945;9544.7449733
22025;2;20250200026057;2;2;5;10;7;1;3;6;847.58328754;1587.5145035
22025;2;20250200026058;2;2;5;10;7;3;1;6;664.52949717;227.61783259
22025;2;20250200026059;2;2;5;10;2;1;3;6;380.1571976;520.71154477
22025;2;20250200026060;2;2;1;10;7;1;1;6;1337.7647962;672.94763903
22025;2;20250200026062;2;2;5;10;3;1;1;6;478.84171992;929.35659126
22025;2;20250200026063;2;2;5;10;1;1;1;6;300.86807618;377.57300154
22025;2;20250200026064;2;2;5;10;3;1;2;6;686.14672728;825.441829
22025;2;20250200026065;2;2;5;10;4;1;1;6;683.34765837;561.20460051
22025;2;20250200026066;2;2;5;10;7;1;1;1;1030.9083526;567.4722258
22025;2;20250200026067;2;2;3;10;7;1;1;6;1160.0527644;2323.6951818
22025;2;20250200026068;2;2;3;10;4;1;1;6;719.13823829;680.03916484
22025;2;20250200026090;2;2;9;10;7;1;1;6;1400.3779643;638.24008983
22025;2;20250200026091;2;2;9;10;21;1;1;6;2839.6214851;100.06548242
22025;2;20250200026092;2;2;9;10;3;3;3;6;685.02152274;407.54945352
22025;2;20250200026096;2;2;3;10;30;3;1;6;1770.1798852;281.40925709
22025;2;20250200026097;2;2;2;10;3;1;1;6;818.98226074;1176.2043537
22025;2;20250200026098;2;2;2;10;1;1;1;6;455.02418715;668.36383709
22025;2;20250200026099;2;2;2;10;3;1;1;6;818.98226074;588.10217684
22025;2;20250200026124;2;2;5;10;5;1;2;6;1107.2549487;1015.8695158
22025;2;20250200026125;2;2;5;10;20;3;3;6;1252.3502548;105.39431268
22025;2;20250200026126;2;2;5;10;4;1;3;6;683.34765837;284.81715489
22025;2;20250200026127;2;2;8;10;2;1;3;6;613.4020896;161.77906988
22025;2;20250200026130;2;2;5;10;4;1;1;6;683.34765837;561.20460051
22025;2;20250200026131;2;2;5;10;3;1;1;6;563.27758555;929.35659126
22025;2;20250200026132;2;2;5;10;2;1;2;6;525.4378533;227.82237939
22025;2;20250200026133;2;2;5;10;3;3;3;6;411.49699253;105.39431268
22025;2;20250200026134;2;2;5;10;3;3;3;6;411.49699253;105.39431268
22025;2;20250200026135;2;2;5;10;6;1;1;1;923.42805801;626.49053236
22025;2;20250200026136;2;2;5;10;2;1;2;6;525.4378533;683.46713818
22025;2;20250200026137;2;2;5;10;6;1;1;1;934.59087008;313.24526618
22025;2;20250200026139;2;2;3;10;6;3;3;6;624.8808083;142.81811641
22025;2;20250200026140;2;2;14;10;14;1;1;6;3417.1935838;675.86394856
22025;2;20250200026159;2;2;9;10;3;1;1;6;597.06476446;3251.0193885
22025;2;20250200026160;2;2;9;10;5;1;3;6;1046.6429991;422.07158356
22025;2;20250200026161;2;2;9;10;2;1;1;6;479.24040186;2474.0407959
22025;2;20250200026162;2;2;3;10;3;1;1;6;708.79974757;386.02211605
22025;2;20250200026163;2;2;2;10;3;3;3;6;577.91909137;90.076057209
22025;2;20250200026164;2;2;2;10;3;1;1;6;818.98226074;588.10217684
22025;2;20250200026165;2;2;3;10;5;3;1;6;643.06888152;281.40925709
22025;2;20250200026166;2;2;5;13;2;1;1;6;659.76408668;1537.8158822
22025;2;20250200026167;2;2;5;2;9;1;3;6;1145.3499661;872.17540006
22025;2;20250200026168;2;2;5;2;3;1;2;6;667.41007779;251.71772267
22025;2;20250200026169;8;2;12;2;4;1;1;6;1073.3841996;1374.1102805
22025;2;20250200026170;8;2;12;2;4;1;1;6;953.13583402;2061.1654207
22025;2;20250200026171;2;2;12;17;12;3;3;6;1161.2938807;776.26912177
22025;2;20250200026172;2;2;12;15;6;3;3;6;756.57246437;1281.6314994
22025;2;20250200026173;2;2;12;13;6;1;1;6;1479.5483778;1748.8011728
22025;2;20250200026174;2;2;12;2;4;1;1;6;1106.8324142;508.69209664
22025;2;20250200026175;2;2;12;2;6;3;3;6;599.84558169;625.83855422
22025;2;20250200026176;2;2;3;2;6;3;3;6;572.15292706;97.344567802
22025;2;20250200026177;2;2;3;2;6;3;3;6;516.8703179;97.344567802
22025;2;20250200026178;2;2;2;2;6;3;3;6;649.91288587;182.97953424
22025;2;20250200026179;2;2;12;2;6;3;3;6;599.84558169;625.83855422
22025;2;20250200026180;2;2;6;2;6;3;3;6;694.00879218;173.40096991
22025;2;20250200026181;2;2;11;9;13;3;1;6;1263.2812108;234.48226551
22025;2;20250200026182;2;2;11;9;4;1;1;6;1162.1915311;429.41237119
22025;2;20250200026185;2;2;15;9;5;1;1;6;3128.8632768;433.00304673
22025;2;20250200026194;2;2;1;9;5;1;1;6;1137.2344908;532.47624568
22025;2;20250200026197;2;2;1;9;4;1;2;6;1254.8402072;226.9641614
22025;2;20250200026221;2;2;2;9;3;1;1;6;864.05644523;2997.1765525
22025;2;20250200026224;2;2;11;9;3;1;1;6;902.77803597;305.00700898
22025;2;20250200026225;2;2;11;9;3;1;1;6;667.33521778;1220.0280359
22025;2;20250200026227;2;2;11;9;4;1;1;1;1168.6963317;1168.5240121
22025;2;20250200026229;2;2;15;9;13;1;2;6;3926.7154772;7.3846469217
22025;2;20250200026230;2;2;15;9;3;1;1;6;2628.2371488;1149.2449771
22025;2;20250200026238;2;2;1;9;7;3;3;6;561.24462572;231.060142
22025;2;20250200026239;2;2;1;9;7;1;1;6;1217.7577429;325.1298604
22025;2;20250200026240;2;2;1;10;11;2;1;6;1972.9086895;1232.9291481
22025;2;20250200026254;2;2;15;13;6;1;1;6;2226.0711039;391.62709834
22025;2;20250200026255;2;2;15;9;7;3;2;6;883.9426153;2095.1829901
22025;2;20250200026256;2;2;2;9;3;1;2;6;1059.4282046;998.26922676
22025;2;20250200026257;2;2;3;9;4;1;1;6;757.12769665;1092.4252824
22025;2;20250200026261;2;1;6;10;50;2;1;6;3559.4492599;69.088642854
22025;2;20250200026264;2;1;3;10;9;3;3;6;761.86249644;788.21911467
22025;2;20250200026265;2;1;6;10;10;1;1;6;1277.6836441;134.80920994
22025;2;20250200026278;8;1;1;16;2;2;1;6;307.52357722;1176.4067473
22025;2;20250200026298;2;1;3;1;2;1;3;6;476.59268418;1491.5509558
22025;2;20250200026324;8;1;14;9;5;1;1;6;1683.3629017;1409.6053541
22025;2;20250200026333;8;1;3;9;2;2;1;6;379.68285725;1353.5008774
22025;2;20250200026371;8;1;3;7;2;3;1;6;216.50541893;3206.5459132
22025;2;20250200026391;8;3;2;9;5;2;1;6;1064.060752;71.328345068
22025;2;20250200026397;2;3;6;9;2;1;1;1;473.07316566;4250.9556896
22025;2;20250200026406;2;3;13;9;4;1;1;1;704.98039497;435.05663724
22025;2;20250200026438;2;3;8;5;3;2;1;1;297.41338788;1082.3127698
22025;2;20250200026455;2;1;9;9;6;3;3;6;347.47469416;512.39096161
22025;2;20250200026457;2;1;3;9;3;3;2;6;449.25261702;2432.8036119
22025;2;20250200026458;2;1;9;9;2;3;3;6;349.32869187;512.39096161
22025;2;20250200026459;2;1;6;9;14;2;1;6;1405.4934885;1694.10349
22025;2;20250200026473;2;1;3;10;3;1;1;6;599.79323765;2130.4720872
22025;2;20250200026474;2;1;1;10;60;3;1;6;1961.6421757;348.23822064
22025;2;20250200026476;2;1;2;9;6;3;3;6;1462.2961715;221.07621914
22025;2;20250200026477;2;1;9;10;6;3;1;6;486.51145243;470.59890256
22025;2;20250200026480;2;1;6;14;14;2;1;6;1222.6520916;212.90095933
22025;2;20250200026483;2;1;3;9;1;1;1;6;394.52926162;4493.0845629
22025;2;20250200026485;8;1;1;10;5;2;3;6;891.43364859;865.36603597
22025;2;20250200026487;2;1;1;9;21;3;3;6;1032.6316731;415.58610089
22025;2;20250200026488;2;1;3;9;2;1;1;6;490.70967705;2753.9046926
22025;2;20250200026489;2;1;1;9;18;1;1;6;2180.8968831;17.692541289
22025;2;20250200026490;2;1;9;9;30;2;1;6;2445.6277335;0.0029639303
22025;2;20250200026491;2;1;11;1;30;1;2;6;4159.216508;706.30335829
22025;2;20250200026493;2;1;2;10;18;1;1;6;1945.0247987;117.57490013
22025;2;20250200026513;8;4;14;13;4;1;1;6;1919.5537117;184.01633696
22025;2;20250200026514;8;4;14;9;2;1;1;6;1653.3728379;215.26164878
22025;2;20250200026515;2;4;3;9;6;1;1;6;1032.1717441;138.61103999
22025;2;20250200026518;2;4;3;9;3;1;1;6;616.40606665;180.59517196
22025;2;20250200026519;8;4;3;9;5;3;1;6;774.17518013;260.4973778
22025;2;20250200026520;8;4;8;9;4;1;1;6;1055.2371786;93.996678363
22025;2;20250200026524;2;4;14;13;6;1;1;6;2917.9242558;46.831615219
22025;2;20250200026525;2;4;13;9;3;1;1;6;1933.6157132;187.24386858
22025;2;20250200026526;2;4;3;9;4;3;3;6;476.90593904;66.102560396
22025;2;20250200026528;2;4;3;1;7;1;1;6;1279.3340069;87.432762986
22025;2;20250200026529;2;4;3;10;10;3;3;6;747.02740349;28.111150723
22025;2;20250200026531;8;4;14;9;5;1;1;6;2898.1148484;35.47603908
22025;2;20250200026532;2;4;3;9;7;3;1;6;639.67748995;142.76027941
22025;2;20250200026533;8;4;9;9;5;1;2;6;1515.0987481;41.124263777
22025;2;20250200026534;2;4;14;13;5;1;1;6;2351.530438;135.59270139
22025;2;20250200026535;2;4;3;9;5;3;3;6;730.58378657;66.102560396
22025;2;20250200026536;2;4;14;9;4;3;3;6;2002.6341336;228.12735293
22025;2;20250200026551;2;2;1;9;6;3;3;6;631.05867608;3436.5956478
22025;2;20250200026591;2;2;5;9;3;3;1;6;426.55753235;690.55081103
22025;2;20250200026592;2;2;5;9;2;1;1;6;515.34090632;1144.508436
22025;2;20250200026593;2;2;5;9;2;1;1;6;515.34090632;572.25421801
22025;2;20250200026594;2;2;5;9;2;2;1;1;505.25588031;5045.1815301
22025;2;20250200026595;2;2;5;9;3;3;1;6;426.55753235;2762.2032441
22025;2;20250200026596;2;2;8;9;3;1;3;6;794.17776573;747.79860543
22025;2;20250200026597;2;2;8;9;3;1;1;1;803.09181445;3007.2122516
22025;2;20250200026598;2;2;12;9;3;1;1;1;1013.1282892;1904.4449185
22025;2;20250200026599;2;2;12;9;5;1;1;6;1207.9963403;615.3416755
22025;2;20250200026600;2;2;12;9;2;3;1;6;522.95705338;2392.2977563
22025;2;20250200026601;2;2;12;9;3;1;1;6;892.11165452;1399.7011611
22025;2;20250200026602;2;2;12;9;3;1;1;6;747.61284295;3499.2529026
22025;2;20250200026605;2;2;12;9;4;1;1;6;1052.5606908;1856.1190238
22025;2;20250200026606;2;2;12;9;6;1;1;6;1243.262809;611.99530754
22025;2;20250200026628;2;2;15;9;3;1;1;6;1026.6084066;1482.9672699
22025;2;20250200026659;2;2;5;9;2;3;1;6;354.90564146;690.55081103
22025;2;20250200026660;2;2;5;9;1;1;1;6;346.97693619;890.61829242
22025;2;20250200026661;2;2;5;9;1;1;1;6;346.97693619;890.61829242
22025;2;20250200026662;2;2;5;9;3;1;1;6;585.80321119;367.69387381
22025;2;20250200026663;2;2;8;9;3;1;1;6;631.24762194;736.73233937
22025;2;20250200026664;2;2;8;9;3;3;1;6;442.29146582;930.2190637
22025;2;20250200026666;2;2;12;9;2;3;1;6;529.38735189;1196.1488781
22025;2;20250200026667;2;2;12;9;2;1;1;6;724.30268332;1055.5160069
22025;2;20250200026668;2;2;12;9;3;1;1;6;892.11165452;699.85058053
22025;2;20250200026669;2;2;12;9;3;1;1;6;892.11165452;699.85058053
22025;2;20250200026670;2;2;12;9;6;1;1;6;1037.8693524;203.99843585
22025;2;20250200026672;2;2;15;9;3;3;2;6;972.30330911;2128.0451222
22025;2;20250200026673;2;2;15;9;6;3;1;6;1675.7704529;3145.2603981
22025;2;20250200026674;2;2;12;9;2;1;1;6;724.30268332;1055.5160069
22025;2;20250200026675;2;2;1;16;6;3;3;6;617.63030851;441.61565524
22025;2;20250200026676;2;2;8;16;8;1;3;6;1445.121483;269.0914872
22025;2;20250200026678;2;2;12;15;10;3;3;6;1219.5025556;883.98917951
22025;2;20250200026679;2;2;1;16;2;1;1;6;808.10361325;2772.9433392
22025;2;20250200026680;2;2;9;16;7;3;3;6;710.97842235;709.1265953
22025;2;20250200026781;2;2;12;16;7;3;3;6;776.92606555;464.03387672
22025;2;20250200026782;2;2;12;16;10;1;3;6;1954.3525373;589.37329815
22025;2;20250200026783;2;2;6;7;2;3;3;6;520.76918112;206.76562629
22025;2;20250200026784;2;2;3;16;5;3;3;6;820.32094553;473.22844591
22025;2;20250200026785;2;2;3;6;7;3;3;6;575.27035699;1343.0789815
22025;2;20250200026786;2;2;5;16;5;3;3;6;662.33102212;195.33280054
22025;2;20250200026787;2;2;1;16;3;1;1;6;1026.1043067;3705.8573251
22025;2;20250200026788;2;2;1;16;8;3;3;6;720.54843659;883.23131049
22025;2;20250200026833;2;2;8;4;8;3;1;6;873.02071925;196.00464555
22025;2;20250200026834;2;2;8;4;6;3;1;6;699.85391885;357.65337818
22025;2;20250200026835;2;2;8;4;3;1;1;6;940.03868914;296.96642252
22025;2;20250200026836;2;2;8;4;5;1;1;6;1265.5526071;164.86873457
22025;2;20250200026841;2;2;12;4;7;1;1;6;1419.0947515;227.65963323
22025;2;20250200026842;2;2;3;4;7;1;1;1;1308.1814871;82.664741495
22025;2;20250200026843;2;2;12;4;8;1;1;6;1821.2981708;189.54425306
22025;2;20250200026844;2;2;12;4;7;3;3;6;481.07761073;103.78396345
22025;2;20250200026917;2;2;8;4;6;3;3;6;795.94458117;181.51279857
22025;2;20250200026920;2;2;8;4;4;1;1;1;975.32763731;301.06198398
22025;2;20250200026921;2;2;8;4;3;1;1;6;679.0521183;445.44963379
22025;2;20250200026929;2;2;12;4;1;3;3;6;1518.3537247;103.78396345
22025;2;20250200026930;2;2;12;4;9;1;1;6;1948.0907063;157.81025102
22025;2;20250200026931;2;2;12;4;8;2;1;6;1299.7445889;1066.3416663
22025;2;20250200026932;2;2;12;4;2;3;3;6;560.40392446;103.78396345
22025;2;20250200026933;2;2;3;12;5;3;3;6;689.09499118;544.09941018
22025;2;20250200026934;2;2;3;12;5;3;3;6;523.24001486;496.4142344
22025;2;20250200026935;2;2;3;12;5;2;3;6;893.04913624;2588.542349
22025;2;20250200026936;2;2;8;12;21;2;2;6;2213.3251327;1118.2749525
22025;2;20250200026937;2;2;8;12;6;3;3;6;412.56207875;163.38685669
22025;2;20250200026938;2;2;8;12;9;3;3;6;782.05592934;163.38685669
22025;2;20250200026939;2;2;8;12;2;1;3;6;556.68250462;531.25447999
22025;2;20250200026940;2;2;8;12;2;3;3;6;367.59759671;163.38685669
22025;2;20250200026941;2;2;11;9;3;3;1;6;569.95981648;435.61921569
22025;2;20250200026942;2;2;11;9;4;3;3;6;591.19845189;221.08126967
22025;2;20250200026943;2;2;15;9;3;1;1;6;2617.096718;4380.2000713
22025;2;20250200026947;2;2;11;9;4;2;1;6;1016.4496117;783.70345313
22025;2;20250200026949;2;2;6;9;27;3;1;6;1232.115256;663.29619484
22025;2;20250200026950;2;2;6;9;3;1;1;6;893.42901807;698.43092131
22025;2;20250200026951;2;2;6;9;4;1;1;6;1028.1011309;460.9607284
22025;2;20250200026952;2;2;6;9;4;1;1;1;1171.1225898;627.18696052
22025;2;20250200026999;2;2;15;9;7;1;1;6;2899.8309181;829.0664872
22025;2;20250200027002;2;2;8;9;4;1;1;6;847.14367083;2181.8963054
22025;2;20250200027005;2;2;8;9;7;3;1;6;568.34601089;2253.6452429
22025;2;20250200027006;2;2;8;9;7;3;3;6;562.55115834;381.24944427
22025;2;20250200027007;2;2;8;9;4;3;3;6;520.35514383;381.24944427
22025;2;20250200027008;2;2;8;9;3;3;3;6;447.91149168;381.24944427
22025;2;20250200027009;2;2;8;9;4;3;3;6;480.72713769;381.24944427
22025;2;20250200027012;2;2;11;9;2;3;3;6;425.84983966;221.08126967
22025;2;20250200027015;2;2;11;9;7;3;1;6;752.4881943;435.61921569
22025;2;20250200027016;2;2;6;9;1;1;2;6;460.7635451;534.0450304
22025;2;20250200027017;2;2;6;9;1;1;2;6;440.35142741;534.0450304
22025;2;20250200027018;2;2;6;9;4;1;1;6;1028.1011309;460.9607284
22025;2;20250200027019;2;2;6;9;4;3;3;6;468.29862904;307.12728331
22025;2;20250200027069;2;2;5;9;2;1;1;6;480.97949823;651.51124689
22025;2;20250200027070;2;2;5;9;4;3;3;6;186.61268421;798.00106582
22025;2;20250200027071;2;2;5;9;1;1;1;6;343.35972122;2027.9372906
22025;2;20250200027072;2;2;8;9;3;1;1;6;795.20829182;2379.8456323
22025;2;20250200027073;2;2;8;9;4;3;1;6;436.32832068;3293.5049331
22025;2;20250200027074;2;2;8;9;2;3;3;6;393.27967924;762.49888853
22025;2;20250200027075;2;2;8;9;9;3;3;6;459.24482934;381.24944427
22025;2;20250200027076;2;2;8;9;7;3;3;6;397.34324734;1524.9977771
22025;2;20250200027077;2;2;8;9;4;1;2;6;814.39160786;290.68957394
22025;2;20250200027080;2;2;13;5;6;3;1;6;1184.6767581;1649.4342164
22025;2;20250200027083;2;2;14;13;7;3;1;6;2351.8571068;1732.2308794
22025;2;20250200027085;2;2;14;13;12;3;1;6;2808.4299062;285.47904711
22025;2;20250200027086;2;2;14;13;10;1;1;6;3705.8318913;126.71126424
22025;2;20250200027091;2;2;15;13;6;1;1;1;3275.1724651;265.52461906
22025;2;20250200027092;2;2;15;1;18;1;1;6;6300.0326466;29.804443437
22025;2;20250200027131;2;2;15;13;7;3;1;6;2401.980458;1130.873127
22025;2;20250200027158;2;2;8;13;6;1;2;6;1583.8915093;63.855271988
22025;2;20250200027159;2;2;8;13;7;3;3;6;748.61582402;158.91883357
22025;2;20250200027160;2;2;8;13;7;3;3;1;2034.446284;216.22627277
22025;2;20250200027161;2;2;15;13;5;1;2;6;42476.331192;181.97395069
22025;2;20250200027163;2;2;13;10;5;1;1;6;2003.9882069;1495.9927967
22025;2;20250200027167;2;2;7;13;1;1;1;6;240.34976888;810.27521038
22025;2;20250200027170;2;2;14;13;7;3;1;6;1765.9405646;1684.1436796
22025;2;20250200027171;2;2;14;10;15;3;1;6;2723.0926409;203.26655084
22025;2;20250200027172;2;2;14;13;30;3;3;6;4773.5936302;439.56256794
22025;2;20250200027173;2;2;14;13;5;1;1;6;2719.2713516;1132.9096447
22025;2;20250200027177;2;2;14;13;2;1;1;6;1787.5089586;943.91790414
22025;2;20250200027178;2;2;15;1;5;1;2;6;4314.2602421;150.98897388
22025;2;20250200027181;2;2;15;13;7;1;1;6;4022.9121148;286.46910758
22025;2;20250200027182;2;2;15;13;8;1;1;6;4186.5827559;18.169628441
22025;2;20250200027228;2;2;14;13;1;1;3;6;1390.7624269;1950.385538
22025;2;20250200027233;2;2;15;13;4;1;1;6;2859.5323771;1251.6383006
22025;2;20250200027267;2;2;8;6;4;3;3;6;572.95276451;1058.2559563
22025;2;20250200027269;2;2;8;13;3;3;3;6;468.38394192;154.50720357
22025;2;20250200027271;2;1;7;12;1;3;3;6;130.95702338;1938.6220559
22025;2;20250200027279;8;1;3;9;1;3;1;6;245.48396116;1957.0254274
22025;2;20250200027284;2;1;3;9;8;2;1;6;938.61562593;10496.249687
22025;2;20250200027285;2;1;3;9;2;3;1;6;333.54424726;1957.0254274
22025;2;20250200027286;2;1;3;9;2;2;1;6;458.41566561;10496.249687
22025;2;20250200027289;2;1;3;9;1;3;1;6;166.31495137;1957.0254274
22025;2;20250200027291;2;1;3;9;2;2;1;6;382.84058442;1353.5008774
22025;2;20250200027294;2;1;3;9;2;1;1;6;490.70967705;1517.8550918
22025;2;20250200027296;2;1;3;9;1;1;1;6;300.18647277;2476.4296673
22025;2;20250200027378;2;1;9;9;7;3;1;6;560.59538388;1106.5997506
22025;2;20250200027382;2;1;1;9;14;3;3;6;952.54931063;379.16390321
22025;2;20250200027384;2;1;9;9;5;3;3;6;664.20745196;512.39096161
22025;2;20250200027385;2;1;6;10;15;3;3;6;964.88087214;76.854301742
22025;2;20250200027386;2;1;1;1;18;1;1;6;2241.2165866;756.5640473
22025;2;20250200027387;2;1;3;9;1;3;3;6;159.79679373;1853.4745214
22025;2;20250200027388;2;1;3;9;15;3;3;6;915.74492096;2031.5178817
22025;2;20250200027390;2;1;3;9;4;3;1;6;540.31599086;3652.0919141
22025;2;20250200027392;2;1;3;9;21;3;3;6;933.86341227;1853.4745214
22025;2;20250200027393;2;1;1;1;21;1;1;6;2528.2140134;789.94690988
22025;2;20250200027395;2;1;3;10;7;3;3;6;511.49535268;788.21911467
22025;2;20250200027400;2;1;3;14;3;3;1;6;237.36160213;2706.6059987
22025;2;20250200027435;2;2;5;10;4;3;3;6;489.98747676;105.39431268
22025;2;20250200027437;2;2;5;10;3;3;1;6;417.45791626;207.66927879
22025;2;20250200027440;2;2;12;14;7;2;1;6;1533.6307356;2420.6080521
22025;2;20250200027441;2;2;12;10;5;3;1;6;931.87265824;267.26687868
22025;2;20250200027442;2;2;15;10;12;3;1;6;1573.4598972;1588.4130034
22025;2;20250200027443;2;2;15;10;4;1;1;6;1087.2111309;815.4277569
22025;2;20250200027444;2;2;15;10;4;1;1;6;1007.8677865;3261.7110276
22025;2;20250200027470;8;2;15;10;3;3;1;6;481.64217982;724.6018009
22025;2;20250200027471;2;2;3;10;4;3;1;6;546.30963975;375.31692119
22025;2;20250200027472;2;2;3;10;2;1;1;6;584.70990124;1168.9884105
22025;2;20250200027473;2;2;8;10;4;3;3;6;595.22045665;276.42999248
22025;2;20250200027474;2;2;8;10;5;3;1;6;629.55909466;1193.9998308
22025;2;20250200027475;2;2;8;14;7;3;1;6;924.43542662;1898.4240852
22025;2;20250200027477;2;2;4;10;3;1;1;6;771.38501406;1140.1078797
22025;2;20250200027478;2;2;4;10;5;3;1;6;1035.3968802;510.55217706
22025;2;20250200027479;2;2;4;10;6;3;1;6;740.90452782;255.27608853
22025;2;20250200027519;2;2;5;10;2;3;3;6;323.38951949;105.39431268
22025;2;20250200027520;2;2;5;10;4;1;1;6;728.70865455;398.09664358
22025;2;20250200027523;2;2;12;10;6;1;1;6;1173.0790055;715.50550059
22025;2;20250200027524;2;2;12;10;8;2;1;6;1046.4006726;6968.2896462
22025;2;20250200027526;2;2;15;10;3;1;1;6;868.02423795;1884.7059898
22025;2;20250200027527;2;2;15;13;9;1;1;6;2697.0185065;85.692712464
22025;2;20250200027528;2;2;15;10;1;1;3;6;399.23110378;638.72628024
22025;2;20250200027556;2;2;3;10;19;3;3;6;1402.1287474;190.47722983
22025;2;20250200027557;2;2;3;10;13;2;1;6;2356.4751694;3914.1655395
22025;2;20250200027558;2;2;3;10;3;3;3;6;568.55779306;190.47722983
22025;2;20250200027560;2;2;8;10;3;3;1;6;400.03937823;1193.9998308
22025;2;20250200027561;2;2;8;10;5;1;1;1;1151.4883579;3188.1327545
22025;2;20250200027562;2;2;8;10;8;2;1;6;1023.2689456;8520.6464174
22025;2;20250200027563;2;2;4;10;7;2;1;6;1308.4869002;3993.3965631
22025;2;20250200027564;2;2;4;10;5;3;1;6;509.45531015;1021.1043541
22025;2;20250200027565;2;2;4;10;5;1;1;6;1054.1583053;622.77619777
22025;2;20250200027566;2;2;8;9;5;1;1;1;1267.4104281;2733.3642929
22025;2;20250200027567;2;2;8;15;5;3;3;6;517.11159233;1495.0455689
22025;2;20250200027568;2;2;8;9;7;3;3;6;562.55115834;472.09582192
22025;2;20250200027569;2;2;8;9;2;1;1;6;622.2023571;1004.464119
22025;2;20250200027570;2;2;8;9;3;3;3;6;447.91149168;472.09582192
22025;2;20250200027608;2;2;5;9;4;1;1;6;780.98963183;472.5130216
