mm_aaaa;A0;A0_1;A0_7;A1;pais;ccaa;A13;aloja;motivo;A16;gastototal;factoregatur
12025;2;20241200022302;8;3;15;1;13;1;1;6;1807.6559159;179.34679487
12025;2;20241200027338;8;3;2;10;10;2;1;6;1604.875074;238.55232542
12025;2;20241200027429;2;4;15;9;4;1;1;6;2913.0702191;164.03164525
12025;2;20241200027431;2;4;2;9;7;1;1;6;1206.0684423;14.757801312
12025;2;20241200027432;2;4;3;13;6;1;1;6;1316.1058565;29.557609852
12025;2;20241200027433;2;4;3;10;160;2;3;6;10527.116546;87.352886539
12025;2;20241200027434;2;4;3;13;30;1;3;6;4973.7860972;0.0002903843
12025;2;20241200027435;2;4;13;13;5;1;1;6;2096.3456662;240.13544073
12025;2;20241200027436;2;4;3;9;5;1;1;6;1166.2632955;41.469666145
12025;2;20241200027438;2;4;3;10;57;3;3;6;2454.996122;11.399301888
12025;2;20241200027439;2;4;3;9;5;3;3;6;758.69740839;69.431233425
12025;2;20241200027440;2;4;1;12;57;3;3;6;2898.5788836;17.297087531
12025;2;20241200027441;2;4;15;9;4;1;1;6;4241.8797445;90.579156721
12025;2;20241200027442;2;4;3;1;21;1;1;6;2506.3540228;12.436385007
12025;2;20241200027444;2;4;3;9;14;3;3;6;993.76793429;34.715616712
12025;2;20241200027445;2;4;14;9;2;1;1;6;1663.2262087;120.59096491
12025;2;20241200027447;2;4;3;9;30;1;3;6;3712.4190072;0.0017076907
12025;2;20241200027448;2;4;14;9;2;1;1;6;2275.2292083;241.18192982
12025;2;20241200027449;2;4;8;10;7;1;1;6;1095.4488372;57.173605419
12025;2;20241200027450;2;4;3;9;3;1;2;6;893.70379555;35.0811779
12025;2;20241200028915;2;4;15;13;8;1;1;6;2738.6150041;47.669368922
12025;2;20241200028916;2;4;15;9;11;1;1;6;3773.7862403;8.0323952035
12025;2;20241200028917;2;4;3;13;57;3;3;6;4575.0814034;24.361361226
12025;2;20241200028920;2;4;3;9;2;3;3;6;432.19678447;34.715616712
12025;2;20241200028921;2;4;15;1;5;1;1;6;3843.4868818;353.49755215
12025;2;20241200028922;2;4;15;9;8;1;1;6;923.10206125;45.374382011
12025;2;20241200028923;2;4;3;9;57;3;3;6;2928.5419463;19.735642845
12025;2;20241200028924;2;4;3;9;3;1;3;6;613.39271055;44.550889452
12025;2;20241200028926;2;4;3;9;3;1;1;6;768.38800677;83.671249655
12025;2;20241200028927;2;4;14;9;21;1;1;6;4246.7744429;0.3020200985
12025;2;20241200028929;2;4;14;9;1;1;1;6;2340.0966154;82.640738906
12025;2;20241200028930;2;4;3;9;7;3;3;6;559.38067613;69.431233425
12025;2;20241200028932;2;4;14;9;2;1;1;6;1639.982435;60.295482454
12025;2;20241200028933;2;4;3;9;3;3;1;6;417.52240103;130.39914886
12025;2;20241200029961;8;3;6;1;1;1;1;6;687.35518755;520.60833251
12025;2;20241200029963;8;3;2;1;3;1;1;6;733.47162009;411.80643226
12025;2;20241200030025;2;4;6;1;3;1;1;6;951.36445318;24.887452979
12025;2;20241200030026;2;4;15;13;6;1;1;6;2930.5547527;211.2871592
12025;2;20241200030027;2;4;15;9;6;1;1;6;1612.8278759;90.66392071
12025;2;20241200030028;2;4;15;9;4;3;1;6;4247.843491;98.327670451
12025;2;20241200030031;2;4;14;13;5;1;1;6;2532.1239543;65.607567332
12025;2;20241200030032;2;4;3;9;1;1;3;6;402.02866625;134.83211731
12025;2;20241200030033;2;4;3;9;3;1;1;6;803.2536672;83.671249655
12025;2;20241200030034;2;4;3;10;57;3;3;6;2398.8035209;20.051730682
12025;2;20241200030035;2;4;8;9;1;1;1;6;476.53761396;46.301607497
12025;2;20241200030036;2;4;3;9;160;2;3;6;12109.194498;151.23429374
12025;2;20241200030037;2;4;3;9;5;1;1;6;1166.2632955;20.734833073
12025;2;20241200030038;2;4;15;9;3;1;1;6;4055.8110284;128.03837675
12025;2;20241200030039;2;4;3;9;1;3;3;6;317.98657936;34.715616712
12025;2;20241200030041;2;4;14;9;6;1;1;6;2570.3198622;71.890905538
12025;2;20241200030042;2;4;3;9;4;1;1;6;986.77484504;58.905167763
12025;2;20241200030044;2;4;15;9;3;1;1;6;2820.6175713;128.03837675
12025;2;20241200030045;2;4;9;1;30;1;3;6;3661.4824164;2.7564486871
12025;2;20241200030046;2;4;15;9;14;1;1;6;3325.9747751;4.2658017484
12025;2;20241200030047;2;4;3;9;3;1;1;6;803.2536672;83.671249655
12025;2;20241200031296;2;4;3;9;7;3;1;6;530.91363343;63.147464937
12025;2;20241200031297;8;4;14;9;5;1;1;6;3098.3754025;98.533377834
12025;2;20241200031298;8;4;15;9;5;1;1;6;2492.6589315;96.118646309
12025;2;20241200031299;2;4;3;9;2;3;3;6;325.66185378;34.715616712
12025;2;20241200031300;2;4;3;9;5;1;1;6;1058.3135864;103.67416536
12025;2;20241200031301;2;4;3;9;2;1;1;6;480.49546894;118.84998014
12025;2;20241200031302;8;4;1;13;8;3;1;6;1138.0399663;33.456193625
12025;2;20241200031303;2;4;3;9;5;1;1;6;868.24173543;41.469666145
12025;2;20241200031304;2;4;13;9;3;1;1;6;1942.3197265;161.60733632
12025;2;20241200031305;2;4;13;9;4;1;1;6;1895.5540033;156.92737032
12025;2;20241200031306;2;4;3;9;4;3;3;6;657.63968876;34.715616712
12025;2;20241200031307;2;4;13;9;3;1;1;6;1765.6056044;215.47644842
12025;2;20241200031308;2;4;3;9;3;1;1;6;803.2536672;83.671249655
12025;2;20241200031310;2;4;3;9;4;3;3;6;657.63968876;34.715616712
12025;2;20241200031311;2;4;3;9;5;3;3;6;758.69740839;69.431233425
12025;2;20241200031314;8;4;14;9;1;3;1;6;1780.7313866;307.96654443
12025;2;20241200031315;8;4;3;5;13;1;2;6;2404.9448185;39.005763677
12025;2;20241200031316;2;4;14;9;4;1;1;6;2727.958357;128.38844285
12025;2;20241200031317;2;4;9;9;6;1;1;6;1015.6906072;8.7634367468
12025;2;20241200032474;2;4;7;12;2;1;1;6;421.05797429;75.25897391
12025;2;20241200032475;2;4;14;12;15;3;3;6;1875.3839094;57.769867449
12025;2;20241200032476;2;4;7;12;1;1;1;6;247.15322224;146.42728216
12025;2;20241200032477;2;4;7;12;4;2;1;6;393.80925711;449.93499789
12025;2;20241200033848;8;4;13;9;4;1;1;6;1881.6747243;117.69552774
12025;2;20241200033849;2;4;3;9;4;1;1;6;986.77484504;88.357751644
12025;2;20241200033850;2;4;3;9;5;3;1;6;533.83423592;130.39914886
12025;2;20241200033851;8;4;14;9;4;1;1;6;2230.0567597;101.28708014
12025;2;20241200033852;2;4;3;9;4;1;1;6;986.77484504;58.905167763
12025;2;20241200033854;8;4;13;9;2;1;1;6;1631.2935358;221.90249412
12025;2;20241200033855;2;4;3;9;4;3;2;6;482.46607509;52.952177971
12025;2;20241200033857;2;4;3;9;6;3;1;6;489.20837333;260.79829773
12025;2;20241200035060;2;4;7;12;4;1;1;6;696.72268241;44.731492969
12025;2;20241200035061;8;4;11;13;2;1;1;6;655.0570975;210.72959382
12025;2;20241200035062;2;4;7;12;3;1;1;6;564.6661654;58.021084636
12025;2;20241200035063;2;4;7;12;1;1;1;6;247.15322224;195.23637621
12025;2;20250100000001;2;2;1;10;14;3;3;6;984.89754491;124.10011107
12025;2;20250100000002;2;2;13;9;5;1;3;6;2020.2015981;236.91428046
12025;2;20250100000003;2;2;1;9;5;1;1;6;1130.944677;302.11524271
12025;2;20250100000004;2;2;1;9;3;1;1;6;829.21850439;432.7904201
12025;2;20250100000005;2;2;1;9;15;3;3;6;783.73080946;214.85486506
12025;2;20250100000006;2;2;2;9;5;3;3;6;645.69458251;1035.6666311
12025;2;20250100000007;2;2;2;9;11;3;3;6;791.13319393;517.83331554
12025;2;20250100000008;2;2;2;4;14;3;3;6;1300.4711827;458.05331099
12025;2;20250100000009;2;2;6;9;21;3;3;6;1212.1979485;321.55701062
12025;2;20250100000011;2;2;12;9;7;1;3;6;1389.5375906;291.08017236
12025;2;20250100000012;2;2;12;13;2;1;1;6;1038.2196648;3224.3578451
12025;2;20250100000040;2;2;9;9;4;1;1;6;925.35272673;920.01725798
12025;2;20250100000041;2;2;1;9;3;1;1;6;829.21850439;432.7904201
12025;2;20250100000042;2;2;9;9;4;1;1;6;925.35272673;920.01725798
12025;2;20250100000043;2;2;9;9;4;1;1;6;925.35272673;460.00862899
12025;2;20250100000064;2;2;5;9;5;1;1;1;1062.44878;463.45314574
12025;2;20250100000065;2;2;5;9;3;1;1;6;648.54416927;700.76106933
12025;2;20250100000066;2;2;5;9;3;3;1;6;383.24343315;1040.3872694
12025;2;20250100000067;2;2;5;9;4;1;1;1;895.27545478;647.74521418
12025;2;20250100000093;2;2;1;9;4;1;1;1;996.69654035;934.30303305
12025;2;20250100000095;2;2;1;9;6;3;1;6;522.9502623;403.52000319
12025;2;20250100000096;2;2;1;9;14;3;3;6;812.21258808;214.85486506
12025;2;20250100000097;2;2;2;10;4;1;1;6;1069.4750152;3173.7401842
12025;2;20250100000098;2;2;2;9;3;3;3;6;391.47433344;517.83331554
12025;2;20250100000099;2;2;12;9;7;3;3;6;627.59877447;682.3393223
12025;2;20250100000100;2;2;6;9;9;3;3;6;536.27244959;321.55701062
12025;2;20250100000101;2;2;12;9;2;1;1;6;705.32758934;2546.8861512
12025;2;20250100000102;2;2;12;9;7;3;3;6;658.86799022;1364.6786446
12025;2;20250100000123;2;2;9;9;3;1;1;6;798.60372217;2511.752149
12025;2;20250100000124;2;2;12;9;4;1;2;6;1275.9338487;1154.0553172
12025;2;20250100000125;2;2;9;9;5;1;1;6;880.87389898;673.9771321
12025;2;20250100000126;2;2;9;9;1;3;1;6;231.83039786;1737.1173267
12025;2;20250100000146;2;2;5;9;4;3;1;6;331.44972737;520.19363469
12025;2;20250100000147;2;2;5;9;2;3;3;6;326.24130873;553.95585003
12025;2;20250100000148;2;2;5;9;2;3;1;6;353.51802096;520.19363469
12025;2;20250100000149;2;2;5;9;2;1;1;6;457.47808463;979.4185952
12025;2;20250100000168;8;2;8;4;5;3;3;6;786.8094287;21.295248518
12025;2;20250100000169;8;2;8;4;4;3;3;6;685.84456796;21.295248518
12025;2;20250100000170;8;2;8;4;7;3;3;6;385.0953888;21.987282343
12025;2;20250100000171;8;2;8;4;7;3;3;6;391.75984061;21.987282343
12025;2;20250100000183;2;2;8;4;6;1;3;6;967.17791623;8.7040463107
12025;2;20250100000184;2;2;8;4;6;3;3;6;655.22454311;43.974564686
12025;2;20250100000185;2;2;8;4;2;1;2;6;766.13949921;38.16359387
12025;2;20250100000186;2;2;8;4;3;3;3;6;580.6857244;21.987282343
12025;2;20250100000232;2;2;15;13;4;3;1;6;1308.6980844;1217.4205088
12025;2;20250100000233;2;2;12;10;9;3;3;6;918.68751299;1042.0228894
12025;2;20250100000236;2;2;12;13;10;3;3;6;1001.2508149;742.2997263
12025;2;20250100000261;2;2;5;8;7;3;3;6;624.11261539;129.43607419
12025;2;20250100000262;2;2;13;13;3;1;3;6;2000.9399311;313.2759493
12025;2;20250100000263;2;2;5;13;2;1;1;6;659.76516053;1703.0766391
12025;2;20250100000264;2;2;5;13;6;1;1;6;1078.374092;246.91324957
12025;2;20250100000265;2;2;3;13;8;3;3;6;783.19584754;371.47014332
12025;2;20250100000266;2;2;3;13;3;1;3;6;1038.325119;586.48650543
12025;2;20250100000267;2;2;3;13;3;1;1;6;1038.325119;1101.483257
12025;2;20250100000268;2;2;3;1;10;3;3;6;743.05285331;155.92982606
12025;2;20250100000269;2;2;15;13;6;1;2;6;2483.5094606;756.33164937
12025;2;20250100000270;2;2;3;13;4;1;2;6;1485.3750067;202.89226022
12025;2;20250100000294;2;2;5;13;4;1;1;6;1056.0168736;458.5369054
12025;2;20250100000296;2;2;5;13;8;3;3;6;636.84498941;228.93603224
12025;2;20250100000297;2;2;5;13;5;3;1;6;670.10293604;1289.8977424
12025;2;20250100000331;2;2;1;7;10;3;3;6;851.72913831;146.14145158
12025;2;20250100000332;2;2;12;13;10;3;3;6;1001.2508149;742.2997263
12025;2;20250100000334;2;2;12;13;12;3;1;6;1126.1171477;1394.1168511
12025;2;20250100000365;2;2;5;13;3;1;1;6;860.70470019;937.30407459
12025;2;20250100000366;2;2;5;13;9;3;3;6;685.02097;228.93603224
12025;2;20250100000367;2;2;5;13;8;1;3;6;1270.5507825;35.396850592
12025;2;20250100000368;2;2;5;13;4;1;1;6;1056.0168736;458.5369054
12025;2;20250100000369;2;2;5;13;6;1;1;6;1078.374092;246.91324957
12025;2;20250100000370;2;2;5;13;4;1;1;6;936.85798914;917.07381081
12025;2;20250100000371;2;2;3;13;4;1;1;6;1184.4893051;967.82662236
12025;2;20250100000372;2;2;3;7;10;3;1;6;731.4441392;366.67811089
12025;2;20250100000373;2;2;3;13;4;3;1;6;758.30481045;697.65994537
12025;2;20250100000374;2;2;3;13;6;3;3;6;452.15873281;371.47014332
12025;2;20250100000376;2;2;15;13;6;3;1;6;946.1711545;840.4754862
12025;2;20250100000377;2;2;15;13;3;1;1;6;1465.5636513;590.3502478
12025;2;20250100000378;2;2;15;13;3;3;1;6;671.79117169;840.4754862
12025;2;20250100000404;2;2;15;13;6;2;1;6;1555.5542266;1239.0299492
12025;2;20250100000405;2;2;5;13;3;1;1;6;860.70470019;624.86938306
12025;2;20250100000407;2;2;5;13;4;3;3;6;538.57712048;457.87206448
12025;2;20250100000408;2;2;1;4;5;1;1;1;1062.7539352;493.8846548
12025;2;20250100000409;2;2;1;4;6;1;1;1;1262.9704039;411.59757446
12025;2;20250100000410;2;2;1;4;6;1;1;6;1178.0845453;318.59589956
12025;2;20250100000411;2;2;12;4;6;1;1;6;1116.4364716;364.6987291
12025;2;20250100000416;2;2;1;4;5;3;3;6;896.55674233;275.33827534
12025;2;20250100000417;2;2;1;4;3;3;3;6;432.53111318;137.66913767
12025;2;20250100000471;2;2;5;10;3;1;1;6;562.83562554;1697.0147886
12025;2;20250100000472;2;2;5;10;2;1;1;6;436.98454302;1792.1350093
12025;2;20250100000473;2;2;5;10;10;3;1;6;797.95210017;434.74123608
12025;2;20250100000474;2;2;5;10;4;1;1;6;692.79098779;642.77728578
12025;2;20250100000475;2;2;5;10;3;1;1;6;562.83562554;678.80591543
12025;2;20250100000476;2;2;5;10;5;1;1;6;818.79664902;912.99139354
12025;2;20250100000477;2;2;5;10;6;3;3;6;626.46908052;115.73932999
12025;2;20250100000478;2;2;5;10;7;3;3;6;669.45540601;347.21798996
12025;2;20250100000479;2;2;5;10;3;1;1;6;420.19999762;678.80591543
12025;2;20250100000480;2;2;14;10;3;3;3;6;815.95150685;100.84263062
12025;2;20250100000521;2;2;6;10;10;3;3;6;706.01260013;133.00644462
12025;2;20250100000522;2;2;6;10;7;3;3;6;861.57403785;266.01288924
12025;2;20250100000523;2;2;14;10;7;3;3;6;1681.0080329;100.84263062
12025;2;20250100000524;2;2;6;10;7;3;3;6;861.06830098;133.00644462
12025;2;20250100000525;2;2;6;10;7;3;3;6;606.10014166;133.00644462
12025;2;20250100000527;2;2;6;10;4;3;3;6;541.96090198;665.03222311
12025;2;20250100000528;2;2;13;10;7;3;3;6;1672.5307717;372.48172011
12025;2;20250100000530;2;2;13;10;10;3;3;6;1585.6361611;248.32114674
12025;2;20250100000531;2;2;1;10;10;3;1;6;797.95210017;163.90855379
12025;2;20250100000532;2;2;12;10;10;3;3;6;754.59077817;487.66435599
12025;2;20250100000533;2;2;12;10;7;3;3;6;829.89995929;114.34625961
12025;2;20250100000534;2;2;13;10;6;3;3;6;1376.7050491;372.48172011
12025;2;20250100000535;2;2;11;10;17;3;3;6;1567.7619295;189.5839898
12025;2;20250100000536;2;2;1;10;5;1;3;1;1025.9516822;263.26339866
12025;2;20250100000538;2;2;1;10;4;1;1;6;884.3028411;1459.4745211
12025;2;20250100000539;2;2;14;1;12;1;1;6;3874.3781373;313.68422189
12025;2;20250100000540;2;2;1;10;12;3;3;6;1222.9105593;174.54673834
12025;2;20250100000541;2;2;6;10;20;3;3;6;1168.9697976;133.00644462
12025;2;20250100000542;2;2;6;10;5;1;1;6;1113.887058;823.33641796
12025;2;20250100000543;2;2;6;10;10;3;3;6;995.38252735;133.00644462
12025;2;20250100000544;2;2;6;10;5;3;3;6;806.76218519;133.00644462
12025;2;20250100000545;2;2;6;10;5;1;3;6;853.87358167;2191.9339014
12025;2;20250100000547;2;2;4;10;11;3;3;6;980.26762975;94.620196214
12025;2;20250100000548;2;2;4;10;10;3;3;6;915.98552595;94.620196214
12025;2;20250100000549;2;2;4;10;10;3;3;6;973.5046568;94.620196214
12025;2;20250100000550;2;2;4;10;10;3;3;6;698.55596914;189.24039243
12025;2;20250100000551;2;2;4;10;12;3;3;6;789.94802511;94.620196214
12025;2;20250100000552;2;2;4;10;11;3;3;6;980.26762975;94.620196214
12025;2;20250100000553;2;2;5;10;3;1;1;6;562.83562554;678.80591543
12025;2;20250100000554;2;2;5;10;3;1;1;6;562.83562554;339.40295771
12025;2;20250100000555;2;2;5;10;5;1;1;6;818.79664902;608.66092903
12025;2;20250100000556;2;2;5;10;2;3;1;6;332.88870835;217.37061804
12025;2;20250100000557;2;2;5;10;7;1;1;6;1038.1467129;545.76443444
12025;2;20250100000558;2;2;5;8;9;3;3;6;686.42226303;139.84451617
12025;2;20250100000559;2;2;5;10;4;1;1;6;692.79098779;321.38864289
12025;2;20250100000560;2;2;5;10;1;1;2;6;347.90409669;317.40497068
12025;2;20250100000595;2;2;6;10;3;3;3;6;519.79253323;266.01288924
12025;2;20250100000596;2;2;6;10;14;3;3;6;1180.953404;128.82016288
12025;2;20250100000597;2;2;6;10;10;3;3;6;986.89855373;266.01288924
12025;2;20250100000598;2;2;2;10;4;3;1;6;589.81427145;448.79744763
12025;2;20250100000599;2;2;1;10;4;1;3;6;884.3028411;388.54976063
12025;2;20250100000600;2;2;11;10;7;1;1;6;1607.6570812;3282.9338167
12025;2;20250100000601;2;2;1;10;14;3;3;6;1040.4471236;174.54673834
12025;2;20250100000602;2;2;1;10;10;3;3;6;809.76218588;261.82010751
12025;2;20250100000603;2;2;1;10;14;3;3;6;1040.4471236;349.09347668
12025;2;20250100000604;2;2;1;10;7;1;1;6;1105.2562618;842.15134799
12025;2;20250100000605;2;2;1;10;5;1;1;1;1025.9516822;494.43631373
12025;2;20250100000606;2;2;1;10;7;1;3;6;1225.5630428;1121.012049
12025;2;20250100000607;2;2;6;10;5;3;1;6;845.28377622;499.60014584
12025;2;20250100000608;2;2;6;10;8;3;3;6;908.80848647;266.01288924
12025;2;20250100000609;2;2;6;10;8;3;1;6;908.80848647;249.80007292
12025;2;20250100000610;2;2;6;10;5;1;1;6;1113.887058;1646.6728359
12025;2;20250100000611;2;2;4;10;7;3;3;6;787.48746721;189.24039243
12025;2;20250100000612;2;2;4;10;30;3;3;6;2145.1585801;94.620196214
12025;2;20250100000613;2;2;4;10;30;3;3;6;2313.6114822;94.620196214
12025;2;20250100000614;2;2;4;10;14;3;3;6;1586.002437;94.620196214
12025;2;20250100000652;2;2;5;9;4;1;1;6;776.39585718;758.12998915
12025;2;20250100000653;2;2;5;9;7;3;3;6;589.81361886;418.8101955
12025;2;20250100000654;2;2;5;9;5;1;1;1;912.29217277;700.77390667
12025;2;20250100000655;2;2;14;13;26;3;1;6;4330.9558149;1469.3003697
12025;2;20250100000656;2;2;15;9;14;1;1;6;3603.4388672;18.236326345
12025;2;20250100000657;2;2;15;9;8;1;1;6;2519.8827044;290.9636055
12025;2;20250100000659;2;2;15;9;6;1;1;6;3240.0090803;822.6177355
12025;2;20250100000660;2;2;5;9;3;1;1;6;473.62072831;1589.4003851
12025;2;20250100000661;2;2;5;9;3;1;1;6;581.28466554;529.80012836
12025;2;20250100000662;2;2;5;9;4;3;1;6;380.50174156;786.56953558
12025;2;20250100000684;2;2;3;9;2;1;1;6;611.56713532;1108.1197393
12025;2;20250100000686;2;2;3;9;10;3;1;6;271.34481801;1215.8005468
12025;2;20250100000687;2;2;3;9;2;1;1;6;611.56713532;1108.1197393
12025;2;20250100000706;2;2;15;9;21;3;3;6;3390.9706054;671.45021325
12025;2;20250100000707;2;2;15;9;7;3;1;6;2595.6765713;6305.2701208
12025;2;20250100000708;2;2;15;9;18;3;1;6;3535.5709158;1261.0540242
12025;2;20250100000739;2;2;5;9;3;3;1;6;301.075258;786.56953558
12025;2;20250100000740;2;2;9;9;11;3;3;6;756.32218824;262.9046825
12025;2;20250100000741;2;2;5;9;5;1;1;6;690.4384171;1356.0799859
12025;2;20250100000745;2;2;15;13;10;1;1;6;3923.4468969;425.26027222
12025;2;20250100000746;2;2;15;13;10;1;1;6;5432.6481166;260.83863111
12025;2;20250100000747;2;2;5;9;8;3;3;6;554.23619628;418.8101955
12025;2;20250100000749;2;2;5;9;4;1;1;6;776.39585718;758.12998915
12025;2;20250100000774;2;2;3;9;7;3;3;6;587.92577417;1294.709855
12025;2;20250100000775;2;2;3;4;14;3;1;6;1530.8145678;46.089115166
12025;2;20250100000794;2;2;15;9;6;1;1;6;2100.6556431;581.38315254
12025;2;20250100000795;2;2;15;9;10;3;3;6;1357.6295707;671.45021325
12025;2;20250100000796;2;2;15;9;6;1;1;6;2872.7949966;743.45047294
12025;2;20250100000808;8;3;3;9;5;1;1;6;811.34284837;105.30224353
12025;2;20250100000814;8;3;3;1;7;1;1;6;1170.7278492;146.48912833
12025;2;20250100000816;2;1;3;9;7;3;3;6;530.67220718;2752.5673504
12025;2;20250100000818;2;1;3;9;14;3;3;6;897.07591437;2752.5673504
12025;2;20250100000821;2;1;8;9;14;3;3;6;643.65330103;191.23508275
12025;2;20250100000823;2;1;5;10;5;2;1;6;780.7644317;1143.6550118
12025;2;20250100000826;2;1;3;9;7;1;1;6;1028.7099022;814.83166283
12025;2;20250100000830;2;1;9;9;6;3;3;6;497.66967853;294.0155612
12025;2;20250100000832;2;1;3;9;4;3;3;6;531.7531043;2752.5673504
12025;2;20250100000834;2;1;9;9;7;1;3;6;772.18154532;63.208217157
12025;2;20250100000836;2;1;2;10;20;3;3;6;1129.2353812;104.32734887
12025;2;20250100000837;2;1;5;9;5;2;1;6;797.34584056;3867.8071913
12025;2;20250100000838;2;1;3;9;33;3;3;6;1269.0287865;2752.5673504
12025;2;20250100000841;2;1;3;10;11;1;1;6;1234.469802;1144.9248626
12025;2;20250100000850;2;1;6;9;6;2;1;6;703.57828391;110.18957124
12025;2;20250100000852;2;1;6;10;6;3;3;6;585.30145001;140.89931997
12025;2;20250100000853;2;1;8;10;12;1;1;6;1405.6983771;258.67854416
12025;2;20250100000865;2;1;1;16;6;1;1;6;1428.3441546;972.91224484
12025;2;20250100000866;2;1;1;6;10;3;3;6;484.72925614;159.98234343
12025;2;20250100000870;2;1;1;17;5;3;3;6;315.02872193;297.74028867
12025;2;20250100000871;2;1;3;13;4;1;1;6;1054.505487;1593.9424553
12025;2;20250100000875;2;1;3;15;5;2;1;6;643.80201884;6918.8084082
12025;2;20250100000879;8;1;9;7;1;1;3;6;270.28544667;346.09148071
12025;2;20250100000883;2;1;12;7;13;2;3;6;1076.182776;317.62850564
12025;2;20250100000885;2;1;1;6;15;3;3;6;929.74670518;159.98234343
12025;2;20250100000886;2;1;9;7;9;3;3;6;1347.0058373;141.40131601
12025;2;20250100000887;2;1;8;7;10;3;3;6;1447.6019429;120.16284368
12025;2;20250100000933;2;2;5;9;3;1;1;6;508.75486175;2102.283208
12025;2;20250100000936;2;2;5;9;4;3;3;6;477.83990808;1107.9117001
12025;2;20250100000939;2;2;5;9;14;3;3;6;664.3520065;276.97792501
12025;2;20250100000940;2;2;4;9;4;1;1;6;982.20826678;544.83524231
12025;2;20250100000942;2;2;4;9;1;1;1;1;435.55701469;3663.2629316
12025;2;20250100000943;2;2;4;9;14;3;3;6;924.07475778;564.62783113
12025;2;20250100000944;2;2;3;9;5;1;1;6;1108.1693903;512.93997359
12025;2;20250100000945;2;2;15;9;2;1;1;6;1575.6432841;1102.9411324
12025;2;20250100000962;2;2;1;9;4;1;1;6;983.05189218;723.19453209
12025;2;20250100000963;2;2;1;9;6;1;1;1;1291.0029644;652.20294739
12025;2;20250100000967;2;2;14;1;4;1;1;6;1658.0851456;1074.6630363
12025;2;20250100000969;2;2;7;9;3;1;1;6;738.81903346;209.02342901
12025;2;20250100000970;2;2;7;9;5;3;3;6;549.12082713;293.14698502
12025;2;20250100001009;2;2;5;9;7;3;1;6;452.34679104;1560.5809041
12025;2;20250100001010;2;2;5;9;4;1;1;6;598.26670381;1002.7705798
12025;2;20250100001011;2;2;5;16;11;1;1;6;1952.0391394;111.11972528
12025;2;20250100001012;2;2;5;9;12;3;3;6;626.51119435;553.95585003
12025;2;20250100001013;2;2;5;9;3;1;1;6;648.54416927;1401.5221387
12025;2;20250100001014;2;2;4;4;3;3;1;6;741.87087275;988.69540497
12025;2;20250100001016;2;2;4;9;3;1;1;6;685.35350167;4496.382014
12025;2;20250100001017;2;2;4;9;7;3;3;6;655.82965589;1693.8834934
12025;2;20250100001018;2;2;3;9;6;1;1;6;1011.090948;240.74231249
12025;2;20250100001020;2;2;3;9;7;1;1;6;1343.9741698;338.96867475
12025;2;20250100001048;2;2;1;9;3;1;1;6;659.62381467;1298.3712603
12025;2;20250100001049;2;2;1;9;4;1;1;6;1176.2575614;723.19453209
12025;2;20250100001050;2;2;1;9;3;1;1;6;829.21850439;865.5808402
12025;2;20250100001051;2;2;1;9;14;3;3;6;812.21258808;214.85486506
12025;2;20250100001054;2;2;7;9;1;1;1;6;397.22683261;1196.7733394
12025;2;20250100001055;2;2;7;9;2;1;1;1;725.14618969;913.79980194
12025;2;20250100001056;2;2;7;9;4;1;1;6;896.16654911;247.07652957
12025;2;20250100001057;8;2;1;4;14;3;3;6;1128.3906975;7.5852480029
